Prodct,Prodct Id,Question,Answer
Clothing_Shoes_and_Jewelry,B003U4HQKA,Are these tiers staggered like steps/stairs? Or are the tiers one on top of another?,Yes they are staggered like stairs.
Clothing_Shoes_and_Jewelry,B003U4HQKA,How wide are the bars?  2 inches or 1 1/2 inches?,Each bar is 1 3/4  inches width;  2 inches height.
Clothing_Shoes_and_Jewelry,B003XGXMEO,where is the sizing chart?,Not one. It's one size fits all adjustable
Clothing_Shoes_and_Jewelry,B003XGXMEO,How does the sizing go?,what size should a woman order...medium or large..who is small frame..dont want it to tight
Clothing_Shoes_and_Jewelry,B003XGXMEO,Is  their pocket for ipod,no. its a cheap jacket.
Clothing_Shoes_and_Jewelry,B003XQR06K,is size OK for a 6 yr old?,Grandson is size 6/7 and still has plenty room! He loves it! His mom had to hide the shirt occasionally.
Clothing_Shoes_and_Jewelry,B003XQR06K,is size OK for a 6 yr old?,"Yes, an average sized 6 year old. May be a little big. Always nice to have room to grow."
Clothing_Shoes_and_Jewelry,B0040A4TSK,Do you wear anything with this shirt like long johns underneath?,No wore with nothing underneath was warm and comfortable.
Clothing_Shoes_and_Jewelry,B0040A4TSK,Do you wear anything with this shirt like long johns underneath?,No you don't need it.
Clothing_Shoes_and_Jewelry,B0040A4TSK,Do you wear anything with this shirt like long johns underneath?,"'Bought for husband, he does not wear anything under.  It is made to keep you warm and ""wick"" away any moisture is you happen to sweat.  He LOVES them.  Sometimes wears a shirt or sweatshirt over!  well worth the price.  they wash really nice too!"
Clothing_Shoes_and_Jewelry,B0040A4TSK,Does this product have the rubber strips around the waist so it doesn't slip out? Also do you have it in navy?,No do not have it
Clothing_Shoes_and_Jewelry,B0040A4TSK,Does this product have the rubber strips around the waist so it doesn't slip out? Also do you have it in navy?,No this item does not have rubber strips at the waist.   All availability regarding colors are featured on Amazon.
Clothing_Shoes_and_Jewelry,B0040A4TSK,Are these as warm as the compression mock?,"Yes... Just so you know, they are also categorized under compression mock as well. Just with a ""neat"" name provided by Under Armour, as all brands do.I used them underneath shirts on a temperature of 05Celsius to 15Celsius."
Clothing_Shoes_and_Jewelry,B0040XB06G,where is the under armour size chart??,"There is a size chart on the Underarmour website.  In the search field, just time in size chart.  This will help you find your correct size.  The fitted mock should fit snugly.  That's what helps to keep the cold air out."
Clothing_Shoes_and_Jewelry,B0040XB06G,is the neck on the mock really tight? i have a small mock and can barely breathe in it,"No.  This is not tight at all. This fits snug, but not tight"
Clothing_Shoes_and_Jewelry,B0040XB06G,"this ""crew"" looks like the mock. so indeed what they're selling is the mock?",It is a mock. Does not fold over. But i love it
Clothing_Shoes_and_Jewelry,B0040XB06G,Will this shrink in the laundry?,"no, washed up great"
Clothing_Shoes_and_Jewelry,B0040XB06G,Will this shrink in the laundry?,"No, it won't.  You can machine wash this IN COLD WATER & then hang it over the line or on a hanger to dry.  Remember - the fit of this should be pretty snug. :-)"
Clothing_Shoes_and_Jewelry,B0040XB06G,"On the inside, does it have a layer of soft warm fleece-like material?","Yes, it has the flee material"
Clothing_Shoes_and_Jewelry,B0040XB06G,"On the inside, does it have a layer of soft warm fleece-like material?",Yes it does have the flee material
Clothing_Shoes_and_Jewelry,B0040XB06G,"On the inside, does it have a layer of soft warm fleece-like material?","The layer inside is a little bit thick and that keep you warm! But be careful: if you are doing exercises outdoor in low temperature and you are sweaty, And you let your body cold because you done,  you will feel freeze! So You have To be active everytime! And when The exercise is done put  some jacket on ! Well! That is The way i use it!"
Clothing_Shoes_and_Jewelry,B0040XB06G,Does this have a slick surface/material type that will slide under sweaters and shirts?,It looks slick but i have not had a problem with it sliding. So far i have only worn it under a fleece to keep warm in the mountains.
Clothing_Shoes_and_Jewelry,B0041P2B7A,How high are the side edges?,Exterior height ~ 1 1/4 inchInterior height ~  3/4 inchWe'll made trays.
Clothing_Shoes_and_Jewelry,B0041P2B7A,Is this plastic tray smooth on the inside? If kids draw or paint on it would any texture show through the paper?,it's textured on the inside.  The texture would most likely show through if colored probably not if painting.
Clothing_Shoes_and_Jewelry,B0041P2B7A,Is this plastic tray smooth on the inside? If kids draw or paint on it would any texture show through the paper?,The trays are not smooth on the inside. They have a cross hatch pattern.
Clothing_Shoes_and_Jewelry,B0041P2B7A,Is this plastic tray smooth on the inside? If kids draw or paint on it would any texture show through the paper?,There is a light diamond pattern texture. You could probably paint but not draw on it without seeing the texture.
Clothing_Shoes_and_Jewelry,B00421A5FS,does it really turn you invisible,It works best against girls. They will pass by any boy wearing this.
Clothing_Shoes_and_Jewelry,B00421A5FS,does it really turn you invisible,No it is a reproduction of the cloak that actually made Harry invisible.
Clothing_Shoes_and_Jewelry,B00421A5FS,What are the top to bottom dimensions of the cloak? Is it made to fit children only or can it fit an adult as well?,"This cloak is NOT FOR CHILDREN.   It is for adults.  It is very large.  It is a FULL OPRA CLOAK IN EVERY WAY AND VERY HEAVY WITH FULL WINTER LAYERING.  It is thick, done in 1800's style with the exception of the print pattern which is from the last movies NOT the first.   It is GORGEOUS.  NOT FOR KIDS.  TOO EXPENSIVE TOO LET KIDS DESTROY."
Clothing_Shoes_and_Jewelry,B0047FHJ2Q,how is the fit on these? big/small?,They are true to size. Fit much better than the 5 11 tactical.
Clothing_Shoes_and_Jewelry,B0001YWBG6,Is this jacket machine washable?,"Yes, it is."
Clothing_Shoes_and_Jewelry,B004D7RMIO,Is the inside of this box lovely enough to be used as a jewelry box?,yes. hinge pin came off unfortunately.
Clothing_Shoes_and_Jewelry,B004D7RMIO,Is the inside of this box lovely enough to be used as a jewelry box?,only if you add Ring/watches holder.it a nice box but noting exciting
Clothing_Shoes_and_Jewelry,B004D7RMIO,Is the inside of this box lovely enough to be used as a jewelry box?,"It was meant as a jewelry box for a 89 year old relative.  Great for her, not so much for a cyber woman."
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,It just plays the music; no vocals
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,It is just music.
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,"Just music, no singing."
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,It is typical music box music.  No one is singing the song.  It is very beautiful though.
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,It is just very nice music.
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,The song is just music.
Clothing_Shoes_and_Jewelry,B004D7RMIO,is the song just music or does someone sing the song?,Just the tune not actual singing
Clothing_Shoes_and_Jewelry,B004D7RMIO,How is the song activated? Does it start playing automatically when you open the lid? Do you have to wind it or is there a switch you have to flip?,"This is a musical, jewelry box with a wind up key on the bottom, and the music plays automatically when you lift the lid.....It is beautiful with a sweet, meaningful script on the front surrounded by a  lovely scene as the background......"
Clothing_Shoes_and_Jewelry,B004D7RMIO,How is the song activated? Does it start playing automatically when you open the lid? Do you have to wind it or is there a switch you have to flip?,Don't know as this is a gift that was sent directly to the recipient.
Clothing_Shoes_and_Jewelry,B004EBE1YW,Is the bikini top lined or padded at all?,Lightly padded. Does not show your nipples through the material.
Clothing_Shoes_and_Jewelry,B004HP7AZC,What is the dimension of the velcro panel? (ex: 7 in x 2 in.),"The velcro panel is 2"" high and 8"" long."
Clothing_Shoes_and_Jewelry,B004HP7AZC,What is the dimension of the velcro panel? (ex: 7 in x 2 in.),"The panel is 8"" x 2""."
Clothing_Shoes_and_Jewelry,B004HP7AZC,What is the dimension of the velcro panel? (ex: 7 in x 2 in.),"Panel shown on upper quarter of the back of the pack is 8.5"" x 2""."
Clothing_Shoes_and_Jewelry,B004HP7AZC,How wide are the shoulder straps?,They're about an inch and a half or two inches wide. About the same size as an average backpack or a military issue assault pack.
Clothing_Shoes_and_Jewelry,B004HP7AZC,is this pack sold here the 2014 revised edition?,No its the flimsy one with the zippers that constantly get stuck. Get the bugout brand
Clothing_Shoes_and_Jewelry,B004HP7AZC,Does the foliage green pack have a patch area for patches? It looks like it does but just looks like a flap.,That's why the Velcro strip is there.
Clothing_Shoes_and_Jewelry,B004HP7AZC,Is there a way to get a replacement waist strap?,"Sorry, can't help with that."
Clothing_Shoes_and_Jewelry,B004I44L22,is this for cold water,Could be used for cold water but it's main purpose is to reduce chaffing from wetsuit.
Clothing_Shoes_and_Jewelry,B004I44L22,is this for cold water,"Not really, its more of a rash guard type shirt. It is definitely not as thick as even a 1mm wet suit shirt"
Clothing_Shoes_and_Jewelry,B004J23KXY,to what extent does it provide warmth?,"The jacket is pretty thin so it doesn't provide very much additional warmth. It is water tight and pretty wind resistant so it does cut down a bit on wind chill, but the jacket is no substitute for layering or a heavier coat if you plan on using it in cold temperatures."
Clothing_Shoes_and_Jewelry,B004J23KXY,to what extent does it provide warmth?,This jacket is a light shell and not designed for warmth.  Layer if it's cold.
Clothing_Shoes_and_Jewelry,B004J23KXY,What kind of lining does this jacket have?,"no lining. a single layer of water proof material.  but since no lining it folds up big enough to put in your pocket, and is completely waterproof."
Clothing_Shoes_and_Jewelry,B004J23KXY,how does it pack into a pocket?,It packs down to about the size of a grapefruit. Hope this helps!
Clothing_Shoes_and_Jewelry,B004J23KXY,Is this jacket too warm for humid rainy summer days?,"It does get a little stuffy in weather like that, but as a single layer over a t shirt its fine. And unzipping the arm vents helps too."
Clothing_Shoes_and_Jewelry,B004J23KXY,Which country is this jacket made?,Why does this matter...
Clothing_Shoes_and_Jewelry,B004J23KXY,Which country is this jacket made?,China....where else.
Clothing_Shoes_and_Jewelry,B004J23KXY,How puncture or tear resistant is the Marmot Precip Jacket?,Very tough fabric while still being lightweight.
Clothing_Shoes_and_Jewelry,B004J2PXZC,Is this a compression or fitted?  Ad does not specify.,Compression as in tight sticking to your body and showing every parcel of your body. Thanks for asking.
Clothing_Shoes_and_Jewelry,B004J2PXZC,Is this a compression or fitted?  Ad does not specify.,Compression all the way. It's tight on your body
Clothing_Shoes_and_Jewelry,B004J2PXZC,Difference between fitted and compression?,"Under Armour for men carries several cuttings, compression being the tightest, fitted is more comfortable fitted, and loose fit something."
Clothing_Shoes_and_Jewelry,B004J2PXZC,Difference between fitted and compression?,Fitted is slightly loose-shaped whereas compression is second-skin  fit. Both are comfortable; depends on what you want
Clothing_Shoes_and_Jewelry,B004J2PXZC,Difference between fitted and compression?,Jeff this was bought as a gift sorry i can`t say
Clothing_Shoes_and_Jewelry,B004J2PXZC,"what is the difference between ""tactical"" and ""fitted""?",Tactical means the logo is not white/stands out. If you have black tactical compression or fitted the under armour logo will match the color of the item and not stand out.
Clothing_Shoes_and_Jewelry,B004J6C8QU,Is this Under Armor shirt loose fit or regular fit?,"Neither, it's a ""Tight"" Loose Fit."
Clothing_Shoes_and_Jewelry,B004J6C8QU,Is this Under Armor shirt loose fit or regular fit?,"It is a regular fit...nice, soft feel to it."
Clothing_Shoes_and_Jewelry,B004J6C8QU,Is this Under Armor shirt loose fit or regular fit?,"It's tight if you are muscular, otherwise it's loose."
Clothing_Shoes_and_Jewelry,B004J6C8QU,do they come in v neck?,No.. it came with round neck shape same as shown in the photo
Clothing_Shoes_and_Jewelry,B004J6C8QU,do they come in v neck?,"Yes, but this listing is not for the v-neck"
Clothing_Shoes_and_Jewelry,B004J6C8QU,"are these shirts the ""regular fit""?",yes.  They are not the tight muscle shirts that UA makes.  they are regular and fit fairly loose.
Clothing_Shoes_and_Jewelry,B004L25SUU,In what country are your black coldpuff made?,"The tag reads, ""Assembled in Mexico of U.S. made components"""
Clothing_Shoes_and_Jewelry,B004L25SUU,Is the material a waffle type or is it more like a dry fit material,"Like dry fit.  Very, very comfortable."
Clothing_Shoes_and_Jewelry,B004L25SUU,Is the material a waffle type or is it more like a dry fit material,THIN DRY MATERIAL ALMOST LIKE PANTY HOSE.
Clothing_Shoes_and_Jewelry,B004L25SUU,Is the material a waffle type or is it more like a dry fit material,Is a smooth soft material.
Clothing_Shoes_and_Jewelry,B004L25SUU,Do these tights have a draw string in the waist?   Cheers.,"No, An elastic waist band"
Clothing_Shoes_and_Jewelry,B004L25SUU,Do these tights have a draw string in the waist?   Cheers.,"no, just elastic band."
Clothing_Shoes_and_Jewelry,B004MBE6WQ,Can the steel tank be removed?,No. Sadly it cannot be removed.
Clothing_Shoes_and_Jewelry,B004MBE6WQ,What is the voltage input?,ultrasonic cleaner:volts: AC100-120Vfrec: 50/60HzAMPERE/WATT: 350mA/35W
Clothing_Shoes_and_Jewelry,B004MBE6WQ,What is the voltage input?,Plugs into a 110 volt outlet.  Unit works well.
Clothing_Shoes_and_Jewelry,B004MBE6WQ,It works for silver jewerly?,"Yes. Rings, bracelets, necklaces, earrings."
Clothing_Shoes_and_Jewelry,B004MBE6WQ,It works for silver jewerly?,Yes you use it with water so the items don't get damaged
Clothing_Shoes_and_Jewelry,B004MBE6WQ,It works for silver jewerly?,"Yes, it cleans dirt and grime but not all tarnish off"
Clothing_Shoes_and_Jewelry,B004OL112M,What do the numbers  52 rec 5 mean,something to do with sizing them.  Go to their web site and search on sizesJA
Clothing_Shoes_and_Jewelry,B004OL112M,What do the numbers  52 rec 5 mean,They are the size and the shape. Go to the manufacture's website to check them.
Clothing_Shoes_and_Jewelry,B004OL112M,Are these clip-on lenses gray or driving (amber)?,Some are grey and some are amber. You need to make sure you order the correct SKU.
Clothing_Shoes_and_Jewelry,B004P13KW0,What kind of fabric is it made of?,"not sure--feels like nylon canvas, maybe rip stop nylon"
Clothing_Shoes_and_Jewelry,B004P13KW0,How many compartments/section does the inside have? Multiple or just one open compartment?,"Huge compartment with a large slip/sleeve compartment and smaller Velcro closure compartment and 2 smaller slip/sleeve compartments. The Velcro and 2 smaller compartments are on the front of the larger slip/sleeve.  3 open compartments on outside, only one of which zips shut."
Clothing_Shoes_and_Jewelry,B004P13KW0,Can this bag stand up on its own?  Is it structured or just limp fabric?,It does not stand up on its own e.g. the bottom is not squared off.
Clothing_Shoes_and_Jewelry,B004RKK5CC,What is the inseam length?,"it's about 4"" on the medium sized ones"
Clothing_Shoes_and_Jewelry,B004SU7TXE,does it come with any kind of warranty?,Jansport backpacks come with lifetime warranties directly from Jansport.
Clothing_Shoes_and_Jewelry,B004SU7TXE,Is the laptop compartment padded?,It has some padding. It is also a very big pack. It will fit a lot of books in addition to the laptop.
Clothing_Shoes_and_Jewelry,B004SU7TXE,Is the laptop compartment padded?,"No, but the books should protect the computer."
Clothing_Shoes_and_Jewelry,B004SU7TXE,Is the laptop compartment padded?,"There is slight padding towards your back, but no padding towards the other compartments.  If you need padding, but something else."
Clothing_Shoes_and_Jewelry,B004SU7TXE,Is the laptop compartment padded?,yes its padded .. should protect laptop just fine
Clothing_Shoes_and_Jewelry,B004SU7TXE,How many zippers does it have?,A total of 5.
Clothing_Shoes_and_Jewelry,B0050B4032,"The one pictured here has no text on the front, yet the reviews mention there being a logo.  Does this keychain have text on it?",There were two keychains issued: the first version/edition has Captain America across the front of the SHIELD. The second edition does not.
Clothing_Shoes_and_Jewelry,B0050B4032,"The one pictured here has no text on the front, yet the reviews mention there being a logo.  Does this keychain have text on it?","Text on the back of the shield are ""Captain America"" and ""MARVEL""."
Clothing_Shoes_and_Jewelry,B0050B4032,"The one pictured here has no text on the front, yet the reviews mention there being a logo.  Does this keychain have text on it?",yes the one i received has a text on the front.
Clothing_Shoes_and_Jewelry,B0050B4032,"The one pictured here has no text on the front, yet the reviews mention there being a logo.  Does this keychain have text on it?","...yes, there's a 'Captain America' logo on the front just under the star..."
Clothing_Shoes_and_Jewelry,B0052WTQ7O,Does the Frogg Toggs All Sport Rainsuit come with a hood?,"Yes, It does."
Clothing_Shoes_and_Jewelry,B0052WTQ7O,Does the Frogg Toggs All Sport Rainsuit come with a hood?,Yes and it is also removeable
Clothing_Shoes_and_Jewelry,B0052WTQ7O,Does the Frogg Toggs All Sport Rainsuit come with a hood?,"Yes, it does have a hood."
Clothing_Shoes_and_Jewelry,B0052WTQ7O,"i just ordered a suit, but the picture only shows a jacket. But it does say suit green and black! hopefully pants come with it. do they?","They do, green jacket black pants"
Clothing_Shoes_and_Jewelry,B0052WTQ7O,"i just ordered a suit, but the picture only shows a jacket. But it does say suit green and black! hopefully pants come with it. do they?","Yes, it comes with pants."
Clothing_Shoes_and_Jewelry,B0052WTQ7O,Is it a watertight (such as nylon) non-breathable fabric?,It is watertight yes and breathable also
Clothing_Shoes_and_Jewelry,B0052WTQ7O,"Is the Frogg Toggs All Sport Rainsuit washable; i.e., laundered and tumble-dried, or hand-washed?",Never washed it wore it twice in the rain which was great but material ripped the pants so only using jacket
Clothing_Shoes_and_Jewelry,B0052WTQ7O,"Is the Frogg Toggs All Sport Rainsuit washable; i.e., laundered and tumble-dried, or hand-washed?",Have not had to wash them yet.  sorry.
Clothing_Shoes_and_Jewelry,B0052WTQ7O,DO THEY HAVE POCKETS?,"No pockets.  Missed them at first, getting used to it.  However, would recommend pockets in jacket, not as necessary in trousers.  Pockets would probably add to the cost, to where they are no longer a good deal.  Buy one size up from what you normally wear to allow layering or put over winter clothing."
Clothing_Shoes_and_Jewelry,B0052WTQ7O,DO THEY HAVE POCKETS?,"No they don't, It would be better if they did."
Clothing_Shoes_and_Jewelry,B0058FY8LO,are these rated for UV protection?,"Men's UA EVO ColdGear Compression Leggings do not come with UV protection. If you are looking for apparels with sun protection, look for Columbia Sportswear, L.L.Bean, or Nike brands."
Clothing_Shoes_and_Jewelry,B0058FY8LO,how are they sized?,They are firm but comfortable.  They stretch well and move easily with the body.
Clothing_Shoes_and_Jewelry,B0058FY8LO,how are they sized?,"Go to UA's website, go to size chart"
Clothing_Shoes_and_Jewelry,B0058FY8LO,"34 waist, 37 length = what size?",Not sure on the length size as these were for a gift.  Size was Large.
Clothing_Shoes_and_Jewelry,B0058KDN6U,How many bracelets come with the pack? And what size(s)?,There is a small (toddler) size band and a child size band in the package
Clothing_Shoes_and_Jewelry,B0058KDN6U,Can the child detach the charm and swallow it?!,Good luck getting the charms on the bracelet.  It doesn't come with directions
Clothing_Shoes_and_Jewelry,B0058O86PE,is there a pouch with this raincoat?,"Yes, there is.  It's a zippered pouch that you store it in.  It's also the same material as the raincoat."
Clothing_Shoes_and_Jewelry,B0058O86PE,is there a pouch with this raincoat?,"Yes, a small carry pouch."
Clothing_Shoes_and_Jewelry,B0058O86PE,Is it water repelent or water prof?,Water does not seem to enter into the coat.
Clothing_Shoes_and_Jewelry,B0058O86PE,Is there a zipper or only buttons?,"No zipper, just buttons..."
Clothing_Shoes_and_Jewelry,B0058V1YWE,Does this bag have a lifetime warranty?  Thanks.,"Ron, A good question. However it does not."
Clothing_Shoes_and_Jewelry,B0058V1YWE,Does it have a cardboard bottom for stability?,"Yes, it has a cardboard bottom.  It it removable, not sewn in."
Clothing_Shoes_and_Jewelry,B0058V1YWE,Does it have a cardboard bottom for stability?,It has a hard plastic removable insert.
Clothing_Shoes_and_Jewelry,B0058V1YWE,Does it have a cardboard bottom for stability?,It has a hard plastic bottom
Clothing_Shoes_and_Jewelry,B0058V1YWE,does it fit airline carry on restrictions?,U have to check with ur airline.  They have different policies from one airline to another.  The dimensions are listed in the description
Clothing_Shoes_and_Jewelry,B0058V1YWE,does it fit airline carry on restrictions?,"No, too large..maybe if you pack light it can scrunch in the overhead."
Clothing_Shoes_and_Jewelry,B0058YR8A8,the Grill color shorts in person what color are they close to black or navy or dark grey? cant tell on the computer.,"Dark Gray is the color.....very nice shorts with a belt, great for hot weather."
Clothing_Shoes_and_Jewelry,B0058YR8A8,do the back pockets have a button,No button - just velcro
Clothing_Shoes_and_Jewelry,B0058YR8A8,do the back pockets have a button,The back pockets have flaps (as shown on the photos in Amazon.com) with Velcro.
Clothing_Shoes_and_Jewelry,B0058YR8A8,do these have elastic waist band?,"No, but there are elastic insets on the sides which help the shorts to fit well without looking at all like an elastic waistband."
Clothing_Shoes_and_Jewelry,B0058YR8A8,do these have elastic waist band?,Yes about 3 1/2 inches on each side above the front pockets.
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do these shorts have mesh interior,mesh in pockets but no inner shorts in these shorts. Great otherwise.
Clothing_Shoes_and_Jewelry,B0058YR8A8,do they have two velcro pockets in the front,"No, they do not.  The front pockets are mesh lined and somewhat shallow.  However, the rear pockets are velcro along with the pocket on the right thigh.  The left thigh pocket is zippered.  Great pair of shorts none-the-less."
Clothing_Shoes_and_Jewelry,B0058YR8A8,do they have two velcro pockets in the front,"Front pockets are typical pants pockets. Back pockets are Velcro. Right thigh pocket is Velcro, left thigh pocket is zipper."
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do they have a zip fly?,Yes theu have a zip Fly
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do these work well as swimming trunks?,"Yes they do, they are made of a parachute type fabric."
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do these work well as swimming trunks?,It won't be the best usage of them but you could swim in them.
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do these work well as swimming trunks?,"if you use an underwear beneath it , i'm sure they could  work well as swimming trunks."
Clothing_Shoes_and_Jewelry,B0058YR8A8,Are the front pockets large enough for concealed carry?,"Yes, but the fabric is lightweight and probably would not conceal a heavy object too well"
Clothing_Shoes_and_Jewelry,B0058YR8A8,Are the front pockets large enough for concealed carry?,The pockets are good size.
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do they have a cell phone pocket anywhere?,the ones i got are cargo. pockets on the side
Clothing_Shoes_and_Jewelry,B0058YR8A8,Do they have a cell phone pocket anywhere?,They have 2 front pockets and one zippered  leg pocket
Clothing_Shoes_and_Jewelry,B0058YS2LW,"Within the product description it includes:  ""turns up the feminine-factor"".  Is this a man shirt or woman shirt?",This is a mans shirt
Clothing_Shoes_and_Jewelry,B0058YS2LW,"Within the product description it includes:  ""turns up the feminine-factor"".  Is this a man shirt or woman shirt?",This is obviously a man shirt....
Clothing_Shoes_and_Jewelry,B0058YS2LW,How can anybody sale a shirt without describing what kind a frabric and their % of components? Does anybody know what fabric this shirt is?,The shirt is made of 100% nylon it does have the sun protection in the fabric
Clothing_Shoes_and_Jewelry,B0058YS2LW,How can anybody sale a shirt without describing what kind a frabric and their % of components? Does anybody know what fabric this shirt is?,"The shell is 100% nylon, lining is 57% recycled polyester, 43% polyester."
Clothing_Shoes_and_Jewelry,B0058YS2LW,How can anybody sale a shirt without describing what kind a frabric and their % of components? Does anybody know what fabric this shirt is?,"Shell-100% nylon/lining 57% recycled polyester, 43% polyester"
Clothing_Shoes_and_Jewelry,B0059AWF2W,Does the black jacket come with the white or grey logo on the front?,Black (or dark blue)
Clothing_Shoes_and_Jewelry,B0059AWF2W,Does the black jacket come with the white or grey logo on the front?,The black comes with an unobtrusive grey logo on the front
Clothing_Shoes_and_Jewelry,B0059AWF2W,"Does this jacket ""pack"" into itself to become smaller?","Great jacket, but made in China!  Packs great and doubles as a small pillow on airplane.  And yes it packs small small into itself"
Clothing_Shoes_and_Jewelry,B0059AWF2W,"Does this jacket ""pack"" into itself to become smaller?","Yes, it packs into the pocket. It even has a soft side to use as a mini pillow. Awesome jacket!"
Clothing_Shoes_and_Jewelry,B0059AWF2W,Does this run large?  Small?  Recommendation for a size 42 chest?,It does not have a trim fit
Clothing_Shoes_and_Jewelry,B0059AWF2W,Does this run large?  Small?  Recommendation for a size 42 chest?,"O'Neill Men's Jones Packable Down Jacket,"
Clothing_Shoes_and_Jewelry,B0059AWF2W,Product weight 3# and shipping weight 1#? How much does this actually weigh?,it weighs about 13 oz. it's a great great jacket/coat/sweater thingy. i love it. it can be squished down to very little space for packing on trips! i got it in orange and i love it!
Clothing_Shoes_and_Jewelry,B0059AWF2W,Product weight 3# and shipping weight 1#? How much does this actually weigh?,Less than a pound for sure
Clothing_Shoes_and_Jewelry,B0059AWF2W,Product weight 3# and shipping weight 1#? How much does this actually weigh?,The jacket itself is very light and warm. Those are probably for shipping purpose.
Clothing_Shoes_and_Jewelry,B005BW31YO,Is it machine washable?,yes very washable!!
Clothing_Shoes_and_Jewelry,B005BW31YO,Is the under side of the brim green or colored?,It's the same color as the rest of the Hat
Clothing_Shoes_and_Jewelry,B005BW31YO,Is the under side of the brim green or colored?,No. It's the same color throughout.
Clothing_Shoes_and_Jewelry,B005BW31YO,Is the brim rigid? Suitable for boating?,Yes the brim is semi rigid. Not as rigid as a ball cap but you can form the brim. Hope this helps
Clothing_Shoes_and_Jewelry,B005BW31YO,Is the brim rigid? Suitable for boating?,Brim is flexible which makes it easy to pack.
Clothing_Shoes_and_Jewelry,B005BW31YO,Is the brim rigid? Suitable for boating?,"The hat is not a floppy kind, so yes the brim is relatively rigid.  It's not stiff enough to stop from flipping up or down over your eyes in a strong wind.  The sizing isn't adjustable, so if the hat fits snug it may stay on while boating, but the pull cord helps in that you won't at least be ordering another one too soon."
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does the jacket pack into its own pocket ?,There is not a bag but the jacket folds up compactly.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does the jacket pack into its own pocket ?,Don't pack it into it's own pocket. That's stupid. Just get a compression sack and put multiple things on it if you're looking to save space
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does the jacket pack into its own pocket ?,Nope. This jacket is way overpriced for its purpose and quality.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Do the hand warmer pockets have a solid or mesh interior?,"Solid and waterproof all around, so if you have wet hands and place them in your pockets, the moisture will remain in the pocket and not reach your shirt."
Clothing_Shoes_and_Jewelry,B005BXY3EK,Do the hand warmer pockets have a solid or mesh interior?,They are the solid fabric. Non-mesh
Clothing_Shoes_and_Jewelry,B005BXY3EK,Do the hand warmer pockets have a solid or mesh interior?,Solid interior matching the lining of the jacket.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Are the seems waterproof?,Yes it is...tried this jacket in heavy snow in Europe last year and heavy rain in Costa Rica...no issues at all...
Clothing_Shoes_and_Jewelry,B005BXY3EK,Are the seems waterproof?,"Yes, seams are Gore Tex taped."
Clothing_Shoes_and_Jewelry,B005BXY3EK,Are the seems waterproof?,Yes it is seamed taped
Clothing_Shoes_and_Jewelry,B005BXY3EK,Is the inside lining mesh or solid fabric?,"No mesh. It brings down the weight a whole lot, yet it's still more durable than the really ultralight jackets."
Clothing_Shoes_and_Jewelry,B005BXY3EK,Is the inside lining mesh or solid fabric?,No lining.  It's a shell.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Is the inside lining mesh or solid fabric?,Thin lining is not mesh. It is solid. Machine washable and dry on low...not to be dry cleaned.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does this hood fit over a helmet?,No. It's quite small.
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does this jacket have arm pit zippers?,"Yep, and they are sealed well with overlapping material (like pockets are)."
Clothing_Shoes_and_Jewelry,B005BXY3EK,Does this jacket have arm pit zippers?,Yes it does. No mesh dividing the in and out- just straight air flow.
Clothing_Shoes_and_Jewelry,B005CAO90K,how do the sizes run?,Size runs true and fits perfectly.
Clothing_Shoes_and_Jewelry,B005CAO90K,how do the sizes run?,"The sizes are a little bit small, sleeves were slightly short."
Clothing_Shoes_and_Jewelry,B005CAO90K,is the jacket sized correctly,The large fits a big smug.
Clothing_Shoes_and_Jewelry,B005CAO90K,is the jacket sized correctly,Yes it's correct to size.
Clothing_Shoes_and_Jewelry,B005CAO90K,is the jacket sized correctly,"Yes, but if you are hippy go up a size or it might be a bit tight in that area."
Clothing_Shoes_and_Jewelry,B005CAO90K,is the jacket sized correctly,yes it's true to size.
Clothing_Shoes_and_Jewelry,B005CAO90K,what weather is this jacket suitable for?,"Here in switzerland, i wear it in automn and spring, but not on rainy days."
Clothing_Shoes_and_Jewelry,B005CAO90K,what weather is this jacket suitable for?,"about 0 -5,wear this jacket and one cashmere sweaters ."
